datetime,PV_kW,Load_kW
2025-01-01 00:00:00,0.0,0.6465423431088348
2025-01-01 00:15:00,0.0,0.4949800033486505
2025-01-01 00:30:00,0.0,0.6915072815206409
2025-01-01 00:45:00,0.0,0.5454676899654807
2025-01-01 01:00:00,0.0,0.49790275089466995
2025-01-01 01:15:00,0.0,0.6800351323628924
2025-01-01 01:30:00,0.0,0.40177548362094573
2025-01-01 01:45:00,0.0,0.7586084184504369
2025-01-01 02:00:00,0.0,0.5934620130166697
2025-01-01 02:15:00,0.0,0.7932111782920972
2025-01-01 02:30:00,0.0,0.5956692679314957
2025-01-01 02:45:00,0.0,0.4424648424472867
2025-01-01 03:00:00,0.0,0.5128024030393995
2025-01-01 03:15:00,0.0,0.7558051579960374
2025-01-01 03:30:00,0.0,0.41038268839571956
2025-01-01 03:45:00,0.0,0.6341914285675656
2025-01-01 04:00:00,0.0,0.6352461417415651
2025-01-01 04:15:00,0.0,0.7604399433582469
2025-01-01 04:30:00,0.0,0.42424066696935375
2025-01-01 04:45:00,0.0,0.5147686609330553
2025-01-01 05:00:00,0.0,0.6896786739408685
2025-01-01 05:15:00,0.0,0.7757920030844727
2025-01-01 05:30:00,0.0,0.5257179773040959
2025-01-01 05:45:00,0.0,0.6469666465365038
2025-01-01 06:00:00,0.19490529537282844,1.45716999579423
2025-01-01 06:15:00,0.41315780350639336,1.7400246359340186
2025-01-01 06:30:00,0.3425890582673875,1.3984072226395061
2025-01-01 06:45:00,1.1101128348323115,1.4736862018694494
2025-01-01 07:00:00,1.1220731975413871,1.6891818751739542
2025-01-01 07:15:00,0.9838415585306151,1.643403289382494
2025-01-01 07:30:00,1.7583375586655294,1.1809374721885788
2025-01-01 07:45:00,1.8101448780739982,0.8042932520672033
2025-01-01 08:00:00,1.7607913251116956,1.3561709626522795
2025-01-01 08:15:00,2.3656346434357642,0.6713706111982842
2025-01-01 08:30:00,2.260658748903759,0.7645526929388677
2025-01-01 08:45:00,3.0099972116821947,0.4956979105307451
2025-01-01 09:00:00,2.9117824807171058,0.4753261883514954
2025-01-01 09:15:00,3.4828265418283473,0.6539336436076901
2025-01-01 09:30:00,3.817665384754894,0.5031607091333601
2025-01-01 09:45:00,3.727637918821654,0.44551660200429355
2025-01-01 10:00:00,4.242351954271326,0.5794531827632059
2025-01-01 10:15:00,3.867445452348854,0.7227526962510449
2025-01-01 10:30:00,4.717581263297096,0.6284763589269848
2025-01-01 10:45:00,4.388352538256988,0.7809708399627213
2025-01-01 11:00:00,4.450983836284703,0.5772306071870474
2025-01-01 11:15:00,4.6303657234481435,0.6329756106974498
2025-01-01 11:30:00,4.406783816117056,0.7589240487808888
2025-01-01 11:45:00,4.7540465658497535,0.7941752938499365
2025-01-01 12:00:00,4.720530726654426,0.46260277139828204
2025-01-01 12:15:00,4.525539838839944,0.6523324186332553
2025-01-01 12:30:00,5.166695374920672,0.4266809586113611
2025-01-01 12:45:00,5.298195389219401,0.5204556853248874
2025-01-01 13:00:00,5.0102192096092715,0.6220120078225992
2025-01-01 13:15:00,5.272194912674535,0.4365029240657552
2025-01-01 13:30:00,5.56824518737268,0.6413597019560724
2025-01-01 13:45:00,4.638879704962495,0.6149632703853618
2025-01-01 14:00:00,4.591824074500449,0.6962853679514116
2025-01-01 14:15:00,4.995671930729329,0.7223727788688399
2025-01-01 14:30:00,4.7832259458427275,0.7735139933123372
2025-01-01 14:45:00,4.607054840188962,0.4339712815904407
2025-01-01 15:00:00,3.8640974027755792,0.7372827061184422
2025-01-01 15:15:00,4.083986011915815,0.4666656011122068
2025-01-01 15:30:00,4.528914851518927,0.7566338467033056
2025-01-01 15:45:00,3.9612924825594424,0.5975378236017748
2025-01-01 16:00:00,3.760939825005537,0.48500024980032935
2025-01-01 16:15:00,3.9732273336958186,0.42768631383604394
2025-01-01 16:30:00,3.73841246964008,0.5542927255348713
2025-01-01 16:45:00,3.5157823244119446,0.7779297579545865
2025-01-01 17:00:00,3.091721947375049,1.111894853168586
2025-01-01 17:15:00,2.9766847441850857,1.5772406578274734
2025-01-01 17:30:00,2.9304709323239506,1.1281825588406655
2025-01-01 17:45:00,2.669071339576995,0.8639896115418069
2025-01-01 18:00:00,1.4117949904623235,0.9547080641404841
2025-01-01 18:15:00,1.8287376227299315,1.078057149041074
2025-01-01 18:30:00,2.164192026605129,0.9304401842214867
2025-01-01 18:45:00,0.9321555665493082,1.1305383416880768
2025-01-01 19:00:00,1.3090896853101306,1.0105440736913256
2025-01-01 19:15:00,0.8064570406054337,1.5905944592916736
2025-01-01 19:30:00,1.1840608861382882,0.9456714468767797
2025-01-01 19:45:00,0.7067334669539923,0.8805182821461028
2025-01-01 20:00:00,0.0,1.1489042970998193
2025-01-01 20:15:00,0.0,0.9409330958968456
2025-01-01 20:30:00,0.0,1.3126681696766087
2025-01-01 20:45:00,0.0,1.0055967520746363
2025-01-01 21:00:00,0.0,1.6847521831012948
2025-01-01 21:15:00,0.0,0.706619888536675
2025-01-01 21:30:00,0.0,0.6479050170959284
2025-01-01 21:45:00,0.0,0.7808756540694455
2025-01-01 22:00:00,0.0,0.5594712914443709
2025-01-01 22:15:00,0.0,0.4704032689671579
2025-01-01 22:30:00,0.0,0.6447653616182545
